Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
651;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;098;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;11/02/2019
652;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;065;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;11/02/2019
653;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;061;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;11/02/2019
654;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;11/02/2019
655;75;CSS María Zayas;06;TETUÁN;10;LATINA;1005;CAMPAMENTO;148;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;11/02/2019
656;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;073;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;11/02/2019
657;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;102;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;11/02/2019
658;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;092;25 - 29;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;11/02/2019
659;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;008;80 - 84;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;12/02/2019
660;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0204;LEGAZPI;100;40 - 44;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;12/02/2019
661;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;165;45- 49;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;12/02/2019
662;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/02/2019
663;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;053;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/02/2019
664;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;081;40 - 44;Extranjera;M;1;Primera Atención;010;Malos Tratos;12/02/2019
665;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;034;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;12/02/2019
666;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1602;PIOVERA;103;30 - 34;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
667;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;153;65 - 69;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/02/2019
668;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;055;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;12/02/2019
669;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;031;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/02/2019
670;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;60 - 64;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
671;72;CSS Retiro;03;RETIRO;03;RETIRO;0302;ADELFAS;098;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/02/2019
672;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;044;18 - 24;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
673;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2005;ROSAS;104;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
674;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;023;50 - 54;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;12/02/2019
675;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;60 - 64;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
676;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;12 - 17;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;12/02/2019
677;85;CSS Loyola de Palacio;12;USERA ;01;CENTRO;0104;JUSTICIA;082;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;12/02/2019
678;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;032;60 - 64;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
679;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;064;50 - 54;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;12/02/2019
680;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;024;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;12/02/2019
681;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;058;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
682;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0201;IMPERIAL;014;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
683;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;075;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;13/02/2019
684;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;193;60 - 64;Española;H;1;Primera Atención;040;Desproteccion social problema salud;13/02/2019
685;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;055;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;13/02/2019
686;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;054;25 - 29;Española;M;2;Zona / Historia Social;;;13/02/2019
687;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;110;55 - 59;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;13/02/2019
688;71;CSS Maravillas;01;CENTRO;01;CENTRO;0104;JUSTICIA;075;55 - 59;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
689;71;CSS Maravillas;01;CENTRO;01;CENTRO;0101;PALACIO;015;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;13/02/2019
690;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;094;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
691;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;049;40 - 44;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;13/02/2019
692;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;112;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/02/2019
693;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;112;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/02/2019
694;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;045;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
695;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;13/02/2019
696;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;188;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
697;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;033;30 - 34;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
698;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;031;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
699;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;027;35 - 39;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
700;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;005;25 - 29;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
701;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;091;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;13/02/2019
702;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;056;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
703;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;015;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;13/02/2019
704;75;CSS María Zayas;06;TETUÁN;10;LATINA;1005;CAMPAMENTO;148;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;13/02/2019
705;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
706;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;081;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
707;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;13/02/2019
708;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;047;80 - 84;Española;M;1;Primera Atención;050;Desprotección socio-familiar;13/02/2019
709;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;076;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;13/02/2019
710;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;077;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
711;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;072;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
712;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;100;65 - 69;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/02/2019
713;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;014;12 - 17;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/02/2019
714;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;014;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/02/2019
715;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;102;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
716;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;088;40 - 44;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;14/02/2019
717;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;40 - 44;Extranjera;H;0;CIVIS;030;Alojamiento/Vivienda;14/02/2019
718;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;033;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
719;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;115;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
720;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;112;60 - 64;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
721;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;079;70 - 74;Española;M;0;CIVIS;040;Desproteccion social problema salud;14/02/2019
722;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;016;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
723;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;168;45- 49;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;14/02/2019
724;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;072;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/02/2019
725;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;084;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/02/2019
726;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;062;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/02/2019
727;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;028;35 - 39;Española;M;2;Zona / Historia Social;;;14/02/2019
728;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;60 - 64;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;14/02/2019
729;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;032;50 - 54;Española;H;2;Zona / Historia Social;;;14/02/2019
730;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;005;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;14/02/2019
731;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;077;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;14/02/2019
732;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;006;35 - 39;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;14/02/2019
733;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;002;45- 49;Española;M;1;Primera Atención;010;Malos Tratos;14/02/2019
734;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;047;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
735;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;047;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
736;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;168;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
737;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;007;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
738;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;119;40 - 44;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
739;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;070;35 - 39;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
740;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;120;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
741;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;011;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
742;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;029;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;15/02/2019
743;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;024;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
744;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;115;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
745;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;086;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
746;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;205;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
747;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;148;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
748;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;135;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
749;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;200;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
750;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;038;>= 85;Extranjera;M;2;Zona / Historia Social;;;15/02/2019
751;72;CSS Retiro;03;RETIRO;17;VILLAVERDE;1701;SAN ANDRES;106;45- 49;Extranjera;H;1;Primera Atención;;;15/02/2019
752;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;080;18 - 24;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
753;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;064;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
754;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;001;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
755;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;016;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;15/02/2019
756;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;087;60 - 64;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;15/02/2019
757;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;18 - 24;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;15/02/2019
758;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;111;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;15/02/2019
759;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1705;LOS ANGELES;092;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;15/02/2019
760;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;018;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;15/02/2019
761;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;077;18 - 24;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;18/02/2019
762;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;129;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
763;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;131;50 - 54;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/02/2019
764;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;078;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/02/2019
765;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1101;COMILLAS;012;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
766;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;069;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/02/2019
767;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;043;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
768;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;013;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
769;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;105;60 - 64;Extranjera;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
770;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;131;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
771;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;123;45- 49;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
772;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;065;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
773;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1603;CANILLAS;024;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
774;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;132;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
775;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1005;CAMPAMENTO;150;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
776;80;CSS Gallur;10;LATINA;10;LATINA;1001;LOS CARMENES;008;25 - 29;Extranjera;H;0;CIVIS;;;18/02/2019
777;80;CSS Gallur;10;LATINA;10;LATINA;1003;LUCERO;069;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
778;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;043;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
779;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;112;70 - 74;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
780;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;135;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
781;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;190;65 - 69;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;18/02/2019
782;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;144;18 - 24;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;18/02/2019
783;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;053;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;18/02/2019
784;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2004;ARCOS;040;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
785;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;083;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
786;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;007;18 - 24;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;18/02/2019
787;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;016;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;18/02/2019
788;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1903;VALDERRIVAS;042;75 - 79;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
789;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;035;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;18/02/2019
790;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;019;80 - 84;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;18/02/2019
791;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;057;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;19/02/2019
792;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;053;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;19/02/2019
793;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;062;18 - 24;Extranjera;M;2;Zona / Historia Social;;;19/02/2019
794;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;057;18 - 24;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;19/02/2019
795;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;013;35 - 39;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;19/02/2019
