Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
697;74;CSS Santa Hortensia;05;CHAMARTÍN; ; ; ; ; ; ; ; ;2;Zona / Historia Social;;;24/02/2021
698;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0501;EL VISO;012;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
699;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;009;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
700;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;104;50 - 54;Extranjera;M;2;Zona / Historia Social;;;24/02/2021
701;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;113;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
702;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;126;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
703;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;075;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
704;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;198;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
705;80;CSS Gallur;10;LATINA;12;USERA ;1201;ORCASITAS;014;45- 49;Española;M;1;Primera Atención;;;24/02/2021
706;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;065;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
707;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;054;18 - 24;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
708;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;215;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
709;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;039;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;24/02/2021
710;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;24/02/2021
711;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;040;35 - 39;Extranjera;M;2;Zona / Historia Social;;;24/02/2021
712;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;047;60 - 64;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;24/02/2021
713;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;020;65 - 69;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
714;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;038;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
715;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;082;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;24/02/2021
716;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
717;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;084;55 - 59;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;24/02/2021
718;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;105;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;24/02/2021
719;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;056;60 - 64;Extranjera;H;1;Primera Atención;040;Desproteccion social problema salud;24/02/2021
720;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;094;70 - 74;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;24/02/2021
721;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;056;65 - 69;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;24/02/2021
722;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;046;65 - 69;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;25/02/2021
723;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;141;30 - 34;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;25/02/2021
724;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;181;>= 85;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;25/02/2021
725;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;043;50 - 54;Española;H;2;Zona / Historia Social;;;25/02/2021
726;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;101;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;25/02/2021
727;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;086;45- 49;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;25/02/2021
728;80;CSS Gallur;10;LATINA;10;LATINA;1001;LOS CARMENES;006;40 - 44;Extranjera;M;1;Primera Atención;;;25/02/2021
729;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;057;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;25/02/2021
730;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;183;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;25/02/2021
731;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;158;40 - 44;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;25/02/2021
732;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;209;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/02/2021
733;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;018;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;25/02/2021
734;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;031;35 - 39;Extranjera;M;1;Primera Atención;;;25/02/2021
735;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;006;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;25/02/2021
736;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;091;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;25/02/2021
737;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;083;25 - 29;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2021
738;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;086;60 - 64;Española;H;1;Primera Atención;040;Desproteccion social problema salud;26/02/2021
739;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;092;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2021
740;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;014;35 - 39;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;26/02/2021
741;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;019;35 - 39;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2021
742;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;166;55 - 59;Española;H;2;Zona / Historia Social;;;26/02/2021
743;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;176;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2021
744;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;060;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2021
745;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;040;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2021
746;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;075;35 - 39;Extranjera;M;1;Primera Atención;010;Malos Tratos;26/02/2021
747;84;CSS San Filiberto;12;USERA ;12;USERA ;1207;PRADOLONGO;094;70 - 74;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;26/02/2021
748;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1703;BUTARQUE;111;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2021
749;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;043;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;01/03/2021
750;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0502;PROSPERIDAD;029;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2021
751;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;084;60 - 64;Española;M;2;Zona / Historia Social;;;01/03/2021
752;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1503;QUINTANA;092;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;01/03/2021
753;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;205;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2021
754;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;138;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2021
755;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;173;25 - 29;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;01/03/2021
756;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;036;70 - 74;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;01/03/2021
757;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;071;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2021
758;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2021
759;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;071;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2021
760;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;008;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2021
761;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;056;45- 49;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2021
762;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;165;45- 49;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2021
763;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;181;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;02/03/2021
764;76;CSS Marta Esquivias Tallada;07;CHAMBERÍ;07;CHAMBERÍ;0705;RIOS ROSAS;100;>= 85;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
765;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;033;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;02/03/2021
766;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;008;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
767;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;100;>= 85;Española;H;1;Primera Atención;;;02/03/2021
768;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;147;70 - 74;Española;M;1;Primera Atención;;;02/03/2021
769;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;133;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
770;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;107;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
771;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;182;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;02/03/2021
772;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2021
773;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;024;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2021
774;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;065;50 - 54;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;02/03/2021
775;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2006;REJAS;068;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;02/03/2021
776;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;036;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
777;101;CSS Vicente Ferrer;06;TETUÁN;01;CENTRO;0102;EMBAJADORES;036;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2021
778;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;074;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2021
779;84;CSS San Filiberto;12;USERA ;11;CARABANCHEL;1102;OPAÑEL;034;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2021
780;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;187;65 - 69;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
781;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;043;35 - 39;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;03/03/2021
782;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;087;70 - 74;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
783;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;038;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
784;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;074;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
785;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;039;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
786;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;019;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/03/2021
787;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;126;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
788;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;104;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
789;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;126;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
790;77;CSS Badalona;08;FUENCARRAL-EL PARDO;03;RETIRO;0302;ADELFAS;097;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
791;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;189;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
792;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;182;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
793;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;186;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;03/03/2021
794;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;210;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
795;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;059;45- 49;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;03/03/2021
796;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;007;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
797;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
798;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
799;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
800;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;051;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;03/03/2021
801;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;062;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
802;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;071;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;03/03/2021
803;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;066;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/03/2021
804;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;001;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;03/03/2021
805;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1803;ENSANCHE DE VALLECAS;050;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;03/03/2021
806;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;075;35 - 39;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;04/03/2021
807;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1103;SAN ISIDRO;055;50 - 54;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;04/03/2021
808;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0503;CIUDAD JARDIN;040;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;04/03/2021
809;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;160;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/03/2021
810;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;039;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/03/2021
811;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;041;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/03/2021
812;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;028;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/03/2021
813;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;092;>= 85;Española;M;1;Primera Atención;;;04/03/2021
814;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;019;>= 85;Española;H;1;Primera Atención;;;04/03/2021
815;92;CSS Concepción Arenal;16;HORTALEZA;08;FUENCARRAL-EL PARDO;0806;VALVERDE;166;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;04/03/2021
816;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;201;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;04/03/2021
817;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;206;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;04/03/2021
818;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;059;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/03/2021
819;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;094;50 - 54;Española;H;1;Primera Atención;050;Desprotección socio-familiar;04/03/2021
820;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;082;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;04/03/2021
821;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;043;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;04/03/2021
822;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;126;35 - 39;Extranjera;M;2;Zona / Historia Social;020;Abandono;05/03/2021
823;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;079;60 - 64;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2021
824;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1104;VISTA ALEGRE;083;30 - 34;Española;M;2;Zona / Historia Social;;;05/03/2021
825;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;031;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2021
826;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0101;PALACIO;008;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;05/03/2021
827;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;084;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2021
828;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;023;80 - 84;Española;M;2;Zona / Historia Social;;;05/03/2021
829;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;176;>= 85;Española;M;1;Primera Atención;;;05/03/2021
830;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;095;18 - 24;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2021
831;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;124;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2021
832;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;162;65 - 69;Española;H;1;Primera Atención;;;05/03/2021
833;130;CSS El Querol;16;HORTALEZA;16;HORTALEZA;1605;APOSTOL SANTIAGO;083;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2021
834;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;133;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2021
835;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;172;55 - 59;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;05/03/2021
836;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;092;45- 49;Extranjera;M;1;Primera Atención;;;05/03/2021
837;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;060;40 - 44;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2021
838;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2006;REJAS;121;60 - 64;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;05/03/2021
839;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;026;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;05/03/2021
840;84;CSS San Filiberto;12;USERA ;12;USERA ;1201;ORCASITAS;005;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2021
