PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
165907;"Centro de Servicios Sociales Plaza Elíptica";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010  o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Plaza Elíptica (líneas 6 y 11)   Bus:  47, 55, 60, 81, 116, 155, 247 y E1";"Actividades   Orientadas a la integración social      Ámbito de actuación   Barrio Comillas Barrio Opañel Barrio Abrantes";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=19369475d381c010VgnVCM1000000b205a0aRCRD";"ANTONIO DE LEYVA";"CALLE";"V";"86";"";"";"";"";"MADRID";"MADRID";"28019";"2";"OPAÑEL";"11";"CARABANCHEL";"439113";"4470871";"40.386209559998555";"-3.717365633719129";"915 655 660 / 915 655 661";"";"cssplazaeliptica@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11965;"Centro de Servicios Sociales Puerta de Toledo";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Puerta Toledo (línea 5)  Bus: 3, 17 , 18 , 23 , 35, 41, 60, 148, C1 y C2.";"Ámbito de actuación:   Barrio Embajadores Barrio Palacio";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=303b66051361c010VgnVCM1000000b205a0aRCRD";"PALOMA";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28005";"1";"PALACIO";"1";"CENTRO";"439623";"4473248";"40.40765084302009";"-3.711582703514813";"915 885 067 / 915 885 068 / 915 885 069";"";"cssptoledo@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11973;"Centro de Servicios Sociales Ramón Pérez de Ayala";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010  o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Buenos Aires (línea 1)  Bus: 54, 141, 143";"Ámbito de actuación   Barrio Numancia Barrio Portazgo (compartido con el Centro Pablo Neruda)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=865b66051361c010VgnVCM1000000b205a0aRCRD";"MARISMAS";"CALLE";"V";"24";"";"";"";"c/v Ramón Pérez de Ayala s/n";"MADRID";"MADRID";"28038";"6";"NUMANCIA";"13";"PUENTE DE VALLECAS";"444550";"4472507";"40.401327256909376";"-3.6534549961219147";"915 021 915 Cita previa: este teléfono estará operativo de 9 a 14 horas.";"";"cssperezayala@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11971;"Centro de Servicios Sociales Retiro";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro:  Sainz de Baranda (líneas 6 y 9)  Bus: 30 , 56 , 143 y 156";"Ámbito de actuación   Barrio Pacífico Barrio Adelfas Barrio Estrella Barrio Ibiza Barrio Jerónimos Barrio Niño Jesús";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=dc7b66051361c010VgnVCM1000000b205a0aRCRD";"JOSE MARTINEZ DE VELASCO";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28007";"3";"ESTRELLA";"3";"RETIRO";"443346";"4473992";"40.41461489944016";"-3.667774590446818";"915 571 300";"";"cssretiro@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
49836;"Centro de Servicios Sociales San Diego";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010  o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Equipamientos:   Zona Wifi   Servicios:   Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro:  Portazgo (línea 1)  Bus: 57, 103, 111, 144 y 310";"Ámbito de actuación   Barrio Palomeras Bajas Barrio San Diego";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=41b3598d1351c010VgnVCM1000000b205a0aRCRD";"JAVIER DE MIGUEL";"CALLE";"NUM";"10";"";"";"";"C/V A C/ CARLOS MARTíN ALVAREZ";"MADRID";"MADRID";"28018";"3";"PALOMERAS BAJAS";"13";"PUENTE DE VALLECAS";"443671";"4471114";"40.38871930363662";"-3.663689575700872";"917 571 900 Cita previa: este teléfono estará operativo de 9 a 14 horas.";"";"csssandiego@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11958;"Centro de Servicios Sociales San Filiberto";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010  o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Plaza Elíptica (líneas 6 y 11)   Bus: 47, 55, 60, 81, 116, 247 y E1";"Ámbito de actuación   Barrio de Moscardó Barrio de Zofío Barrio de Pradolongo Barrio de Almendrales Barrio de Orcasitas";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=79cb66051361c010VgnVCM1000000b205a0aRCRD";"SAN FILIBERTO";"CALLE";"V";"7";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"439298";"4470826";"40.38581767783423";"-3.7151818881165277";"915 656 020 / 915 656 021";"";"csssanfiliberto@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
5865468;"Centro de Servicios Sociales San Vicente de Paul";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Antonio Machado (línea 7)  Bus: 42, 127 y 132";"Ámbito de actuación    Barrio El Pardo Barrio Fuentelarreina Barrio Peñagrande Barrio Pilar (excepto algunas calles a consultar en el Centro de Servicios Sociales) Barrio Mirasierra (excepto algunas calles a consultar en el Centro de Servicios Sociales)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4efaf29b4725c210VgnVCM2000000c205a0aRCRD";"BUITRAGO DEL LOZOYA";"CALLE";"V";"22";"";"";"";"";"MADRID";"MADRID";"28035";"3";"PEÑA GRANDE";"8";"FUENCARRAL-EL PARDO";"439255";"4480448";"40.47248462688415";"-3.716607833008478";"913 169 802 / 913 734 569";"";"csssvicentepaul@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
6552184;"Centro de Servicios Sociales Santa Felicidad";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: La Elipa (línea 2)  Bus: 15, 28, 106, 110, 113 y 210";"Ámbito de actuación   Barrio Pueblo Nuevo Barrio La Elipa";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a27519363a099310VgnVCM2000000c205a0aRCRD";"SANTA FELICIDAD";"CALLE";"V";"37";"";"";"";"";"MADRID";"MADRID";"28017";"";"La Elipa";"";"CIUDAD LINEAL";"444832";"4475085";"40.42457010006919";"-3.6503555607280367";"913 401 298";"";"csssfelicidad@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11967;"Centro de Servicios Sociales Santa Hortensia";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Equipamientos:   Zona Wifi   Servicios:    Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Prosperidad (línea 4), Alfonso XIII (línea 4)  Bus: 9 , 43 , 72 , 73 y 122";"Ámbito de actuación   Barrio de El Viso Barrio de Prosperidad Barrio de Ciudad Jardín Barrio de Hispanoamérica Barrio de Nueva España Barrio de Castilla";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cfeb66051361c010VgnVCM1000000b205a0aRCRD";"SANTA HORTENSIA";"CALLE";"V";"15";"";"";"";"";"MADRID";"MADRID";"28002";"2";"PROSPERIDAD";"5";"CHAMARTIN";"443250";"4477339";"40.44476894081767";"-3.6691931472225465";"915 106 850";"";"csstahortensia@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
36367;"Centro de Servicios Sociales Teresa de Calcuta";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Alameda de Osuna (línea 5)  Bus: 101, 105, 112, 114, 115, 151, 200";"Ámbito de actuación   Barrio de Alameda de Osuna Barrio del Aeropuerto Barrio Casco Histórico de Barajas Barrio de Timón Barrio de Corralejos";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a086b3e42751c010VgnVCM2000000c205a0aRCRD";"NAVIO";"PLAZA";"V";"4";"";"";"";"";"MADRID";"MADRID";"28042";"1";"ALAMEDA DE OSUNA";"21";"BARAJAS";"450174";"4478461";"40.45531140556268";"-3.587638001688095";"913 295 920";"";"cssbarajas@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11974;"Centro de Servicios Sociales Torre Arias";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Canillejas (línea 5), Torre Arias (línea 5)  Bus: 48, 77, 101, 105, 114, 115, 140, 151, 153";"Ámbito de actuación:   Barrio Simancas Barrio Rosas Barrio Rejas Barrio Canillejas Barrio Salvador";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=23ab66051361c010VgnVCM1000000b205a0aRCRD";"TORRE ARIAS";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28022";"7";"CANILLEJAS";"20";"SAN BLAS-CANILLEJAS";"448072";"4477467";"40.446228131783236";"-3.6123577639630957";"913 717 384 / 917 432 406";"";"csstorrearias@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
5169789;"Centro de Servicios Sociales Valdebernardo";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es    Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Valdebernardo (línea 9)  Bus: 8, 71, 100, 130";"Ámbito de actuación   Barrio de Valdebernardo Barrio de Valderrivas";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6fb665e5dead110VgnVCM2000000c205a0aRCRD";"LADERA DE LOS ALMENDROS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28032";"";"CASCO HISTÓRICO VICALVARO";"";"VICALVARO";"447107";"4472693";"40.40316021249795";"-3.623339471293246";"913 016 714";"";"cssvaldebernardo@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
5711384;"Centro de Servicios Sociales Vicente Ferrer";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Ventilla (línea 9), Plaza Castilla (línea 9)  Bus: 177  Renfe: Chamartín";"Ámbito de actuación   Barrio de Almenara Barrio de Valdeacederas Barrio Castillejos (compartido con el Centro de Servicios Sociales María Zayas)";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=299dd12d14209210VgnVCM2000000c205a0aRCRD";"MATILDE LANDA";"CALLE";"V";"30";"";"";"";"";"MADRID";"MADRID";"28029";"4";"ALMENARA";"6";"TETUAN";"441164";"4480511";"40.47319865861951";"-3.6940834942003504";"913 148 992";"";"cssvicenteferrer@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
11968;"Centro de Servicios Sociales Villa de Vallecas";"Para recibir atención en el centro de servicios sociales, debe solicitar cita previa.  Para pedir la cita puede utilizar cualquiera de las alternativas que le ofrece Línea Madrid:    Internet en Atención Servicios Sociales           Chat online de www.madrid.es   Redes sociales  @lineamadrid de Twitter y Facebook   Teléfono 010 o marcando el 915 298 210 si llama desde fuera del municipio de Madrid.  También puede solicitar cita a través del correo electrónico o el teléfono del centro de servicios sociales en horario de 9 a 14 horas de lunes a viernes. Si necesita saber qué centro le corresponde a su zona, puede consultarlo en el siguiente listado organizado por distritos.";"";"Información, orientación y asesoramiento sobre derechos y recursos sociales. Tramitación y gestión de servicios sociales municipales (ayudas a domicilio, teleasistencia, centros de día municipales, pisos tutelados, etc.) y prestaciones económicas necesarias en la intervención social. Gestión y tramitación de servicios y prestaciones de la Comunidad de Madrid (dependencia, residencias de mayores, discapacidad, mujer, menores, etc.) Renta Mínima de Inserción (RMI) y diferentes prestaciones económicas de inserción social. Información y gestión de los programas de prevención dirigidos a menores, adolescentes, personas adultas, mayores, etc.";"Metro: Villa de Vallecas (línea 1)  Bus: 54, 58, 103, 142";"Ámbito de actuación   Barrio Casco Histórico de Vallecas Barrio de Santa Eugenia Barrio Ensanche de Vallecas";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=161c66051361c010VgnVCM1000000b205a0aRCRD";"PE&amp;Ntilde;A VEIGA";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28031";"1";"CASCO H.VALLECAS";"18";"VILLA DE VALLECAS";"447094";"4469817";"40.377259553937364";"-3.6232420703605728";"913 807 599";"";"cssvvallecas@madrid.es";"/contenido/entidadesYorganismos/CentrosAtencionSocial/CentrosServiciosSociales"; 
