Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
913;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;049;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;22/02/2018
914;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;069;35 - 39;Española;M;1;Primera Atención;040;Desproteccion social problema salud;22/02/2018
915;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;073;30 - 34;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;22/02/2018
916;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;003;45- 49;Extranjera;H;1;Primera Atención;;;22/02/2018
917;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;004;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/02/2018
918;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;020;65 - 69;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;22/02/2018
919;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;55 - 59;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/02/2018
920;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/02/2018
921;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;020;18 - 24;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;22/02/2018
922;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;054;70 - 74;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/02/2018
923;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;064;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;22/02/2018
924;71;CSS Maravillas;01;CENTRO;01;CENTRO;0104;JUSTICIA;076;40 - 44;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/02/2018
925;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0504;HISPANOAMERICA;058;40 - 44;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/02/2018
926;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;038;80 - 84;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/02/2018
927;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;012;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;23/02/2018
928;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;084;70 - 74;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;23/02/2018
929;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;038;35 - 39;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;23/02/2018
930;92;CSS Concepción Arenal;16;HORTALEZA;16;HORTALEZA;1604;PINAR DEL REY;050;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;23/02/2018
931;80;CSS Gallur;10;LATINA;10;LATINA;1002;PUERTA DEL ANGEL;016;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/02/2018
932;79;CSS Los Yébenes;10;LATINA;10;LATINA;1001;LOS CARMENES;006;18 - 24;Española;M;1;Primera Atención;010;Malos Tratos;23/02/2018
933;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;030;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;23/02/2018
934;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;156;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;23/02/2018
935;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;17;VILLAVERDE;1701;SAN ANDRES;026;50 - 54;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;23/02/2018
936;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;092;75 - 79;Española;M;1;Primera Atención;050;Desprotección socio-familiar;23/02/2018
937;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;002;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;23/02/2018
938;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;143;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
939;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1105;PUERTA BONITA;130;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2018
940;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1107;ABRANTES;162;25 - 29;Española;M;2;Zona / Historia Social;010;Malos Tratos;26/02/2018
941;83;CSS Zaida;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;029;80 - 84;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
942;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;091;35 - 39;Española;M;1;Primera Atención;050;Desprotección socio-familiar;26/02/2018
943;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;028;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;26/02/2018
944;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;078;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2018
945;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;121;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
946;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;114;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2018
947;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;068;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
948;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;013;>= 85;Española;M;2;Zona / Historia Social;;;26/02/2018
949;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;016;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;26/02/2018
950;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;203;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;26/02/2018
951;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;203;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;26/02/2018
952;79;CSS Los Yébenes;10;LATINA;10;LATINA;1004;ALUCHE;099;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
953;90;CSS Fuente Carrantona;14;MORATALAZ;14;MORATALAZ;1404;MEDIA LEGUA;031;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
954;88;CSS Pablo Neruda;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1305;PORTAZGO;147;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;26/02/2018
955;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;180;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
956;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;041;18 - 24;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;26/02/2018
957;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;042;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
958;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;030;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
959;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2002;HELLIN;021;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;26/02/2018
960;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;044;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;26/02/2018
961;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;054;18 - 24;Extranjera;H;2;Zona / Historia Social;;;26/02/2018
962;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;080;25 - 29;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;26/02/2018
963;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;80 - 84;Española;H;2;Zona / Historia Social;;;26/02/2018
964;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1704;LOS ROSALES;116;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;26/02/2018
965;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;143;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
966;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;097;45- 49;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
967;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;098;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
968;71;CSS Maravillas;01;CENTRO;01;CENTRO;0105;UNIVERSIDAD;099;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
969;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0504;HISPANOAMERICA;051;40 - 44;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
970;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;068;75 - 79;Española;M;2;Zona / Historia Social;;;27/02/2018
971;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1506;SAN JUAN BAUTISTA;148;25 - 29;Extranjera;M;0;CIVIS;030;Alojamiento/Vivienda;27/02/2018
972;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;122;75 - 79;Española;H;2;Zona / Historia Social;;;27/02/2018
973;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;153;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
974;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;088;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
975;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;140;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
976;78;CSS Dehesa de la Villa;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0904;VALDEZARZA;060;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
977;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0901;CASA DE CAMPO;009;80 - 84;Española;H;1;Primera Atención;050;Desprotección socio-familiar;27/02/2018
978;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;172;55 - 59;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
979;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;103;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
980;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;073;30 - 34;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
981;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2007;CANILLEJAS;078;50 - 54;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
982;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2001;SIMANCAS;020;25 - 29;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
983;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
984;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;106;30 - 34;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;27/02/2018
985;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;018;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
986;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;075;50 - 54;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;27/02/2018
987;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;025;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;27/02/2018
988;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0203;CHOPERA;045;12 - 17;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;28/02/2018
989;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0205;DELICIAS;062;75 - 79;Española;H;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
990;71;CSS Maravillas;01;CENTRO;01;CENTRO;0104;JUSTICIA;074;35 - 39;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;28/02/2018
991;70;CSS Puerta de Toledo;01;CENTRO;01;CENTRO;0102;EMBAJADORES;039;70 - 74;Española;H;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
992;74;CSS Santa Hortensia;05;CHAMARTÍN;05;CHAMARTÍN;0505;NUEVA ESPAÑA;083;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;28/02/2018
993;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;108;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;28/02/2018
994;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;104;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;28/02/2018
995;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;123;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;28/02/2018
996;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0806;VALVERDE;115;75 - 79;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;28/02/2018
997;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;156;45- 49;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;28/02/2018
998;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;021;70 - 74;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;28/02/2018
999;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1006;CUATRO VIENTOS;220;30 - 34;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;28/02/2018
1000;79;CSS Los Yébenes;10;LATINA;10;LATINA;1003;LUCERO;060;>= 85;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;28/02/2018
1001;72;CSS Retiro;03;RETIRO;03;RETIRO;0302;ADELFAS;028;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;28/02/2018
1002;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;026;45- 49;Española;M;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
1003;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;035;55 - 59;Española;H;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
1004;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1204;ALMENDRALES;041;30 - 34;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;28/02/2018
1005;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;002;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;28/02/2018
1006;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;014;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
1007;93;CSS Huerta de Villaverde;17;VILLAVERDE;17;VILLAVERDE;1701;SAN ANDRES;004;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;28/02/2018
1008;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0202;ACACIAS;026;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2018
1009;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1509;COSTILLARES;176;40 - 44;Española;H;1;Primera Atención;030;Alojamiento/Vivienda;01/03/2018
1010;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;027;30 - 34;Extranjera;M;0;CIVIS;030;Alojamiento/Vivienda;01/03/2018
1011;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;033;35 - 39;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;01/03/2018
1012;108;CSS Santa Felicidad;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1501;VENTAS;037;30 - 34;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;01/03/2018
1013;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0805;LA PAZ;094;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1014;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;067;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1015;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0807;MIRASIERRA;156;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1016;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;052;>= 85;Española;M;0;CIVIS;040;Desproteccion social problema salud;01/03/2018
1017;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1004;ALUCHE;133;75 - 79;Extranjera;H;1;Primera Atención;030;Alojamiento/Vivienda;01/03/2018
1018;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0905;VALDEMARIN;071;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2018
1019;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;202;75 - 79;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1020;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1303;PALOMERAS BAJAS;206;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2018
1021;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;057;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;01/03/2018
1022;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;104;>= 85;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;01/03/2018
1023;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1024;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;022;40 - 44;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1025;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;046;45- 49;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1026;84;CSS San Filiberto;12;USERA ;12;USERA ;1204;ALMENDRALES;042;18 - 24;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1027;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;067;30 - 34;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;01/03/2018
1028;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;071;45- 49;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1029;84;CSS San Filiberto;12;USERA ;12;USERA ;1205;MOSCARDO;071;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1030;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;077;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;01/03/2018
1031;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;078;25 - 29;Española;M;2;Zona / Historia Social;010;Malos Tratos;01/03/2018
1032;84;CSS San Filiberto;12;USERA ;12;USERA ;1206;ZOFIO;080;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1033;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;041;55 - 59;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;01/03/2018
1034;103;CSS Eduardo Minguito;17;VILLAVERDE;17;VILLAVERDE;1702;SAN CRISTOBAL;035;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;01/03/2018
1035;69;CSS José Villarreal;02;ARGANZUELA;02;ARGANZUELA;0206;PALOS DE MOGUER;071;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2018
1036;82;CSS Monseñor Óscar Romero;11;CARABANCHEL;11;CARABANCHEL;1106;BUENAVISTA;145;30 - 34;Extranjera;M;2;Zona / Historia Social;010;Malos Tratos;02/03/2018
1037;81;CSS Plaza Elíptica;11;CARABANCHEL;11;CARABANCHEL;1102;OPAÑEL;026;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2018
1038;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1507;COLINA;157;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;02/03/2018
1039;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1502;PUEBLO NUEVO;077;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2018
1040;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;068;65 - 69;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2018
1041;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0803;PEÑAGRANDE;052;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;02/03/2018
1042;87;CSS Entrevías;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1301;ENTREVIAS;033;55 - 59;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2018
1043;89;CSS Ramón Pérez De Ayala;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1306;NUMANCIA;186;40 - 44;Española;M;1;Primera Atención;030;Alojamiento/Vivienda;02/03/2018
1044;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;056;60 - 64;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2018
1045;86;CSS San Diego;13;PUENTE DE VALLECAS;13;PUENTE DE VALLECAS;1302;SAN DIEGO;055;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;02/03/2018
1046;98;CSS Pablo Casals;20;SAN BLAS-CANILLEJAS;20;SAN BLAS-CANILLEJAS;2003;AMPOSTA;033;35 - 39;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;02/03/2018
1047;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1201;ORCASITAS;010;50 - 54;Extranjera;M;1;Primera Atención;030;Alojamiento/Vivienda;02/03/2018
1048;91;CSS Luis Vives;15;CIUDAD LINEAL;15;CIUDAD LINEAL;1504;CONCEPCION;117;>= 85;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2018
1049;77;CSS Badalona;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0808;EL GOLOSO;178;>= 85;Española;H;1;Primera Atención;050;Desprotección socio-familiar;05/03/2018
1050;102;CSS San Vicente de Paúl;08;FUENCARRAL-EL PARDO;08;FUENCARRAL-EL PARDO;0804;EL PILAR;073;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;05/03/2018
1051;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;182;75 - 79;Extranjera;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2018
1052;106;CSS Fuerte de Navidad;10;LATINA;10;LATINA;1007;AGUILAS;188;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;05/03/2018
1053;104;CSS Infante Don Juan ;09;MONCLOA-ARAVACA     ;09;MONCLOA-ARAVACA     ;0907;ARAVACA;076;30 - 34;Extranjera;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;05/03/2018
