Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Proceso;Proceso;Fecha Demanda
4184;72;CSS Retiro;03;RETIRO; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4185;72;CSS Retiro;03;RETIRO;07;CHAMBERÍ;0701;GAZTAMBIDE;014;>=85;Española;M;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4186;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;035;>=85;Española;M;9991;TELEASISTENCIA MAYORES DEPENDENCIA;17/01/2022
4187;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;035;>=85;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4188;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;047;60 - 64;Española;M;57;DEPENDENCIA CM;17/01/2022
4189;72;CSS Retiro;03;RETIRO;03;RETIRO;0303;ESTRELLA;047;60 - 64;Española;M;10733;RESIDENCIA MAYORES DE EMERGENCIA SOCIAL;17/01/2022
4190;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4191;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;17/01/2022
4192;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4193;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4194;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4195;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4196;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4197;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4198;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;17/01/2022
4199;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;9992;TELEASISTENCIA DISCAPACITADOS ASP;17/01/2022
4200;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;17/01/2022
4201;73;CSS Guindalera;04;SALAMANCA; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4202;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0406;CASTELLANA;126;65 - 69;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4203;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;049;75 - 79;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4204;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;054;80 - 84;Española;M;114;CENTRO BASE ATENC. PERSON. CON DISCAPACIDAD CM;17/01/2022
4205;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;049;75 - 79;Española;H;57;DEPENDENCIA CM;17/01/2022
4206;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;060;70 - 74;Española;M;57;DEPENDENCIA CM;17/01/2022
4207;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;049;75 - 79;Española;H;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4208;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;089;>=85;Española;M;57;DEPENDENCIA CM;17/01/2022
4209;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;089;45 - 49;Española;M;57;DEPENDENCIA CM;17/01/2022
4210;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;104;75 - 79;Española;M;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4211;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;110;35 - 39;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;17/01/2022
4212;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0401;RECOLETOS;012;>=85;Española;H;9991;TELEASISTENCIA MAYORES DEPENDENCIA;17/01/2022
4213;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0401;RECOLETOS;012;>=85;Española;H;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4214;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4215;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4216;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4217;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4218;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4219;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4220;97;CSS Torre Arias;20;SAN BLAS-CANILLEJAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4221;100;SERVICIOS SOCIALES; ;Sin Distrito; ; ; ; ; ; ; ; ;6;AYUDA COMEDOR MAYORES;17/01/2022
4222;100;SERVICIOS SOCIALES; ;Sin Distrito; ; ; ; ; ; ; ; ;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4223;100;SERVICIOS SOCIALES; ;Sin Distrito; ; ; ; ; ; ; ; ;10859;CENTRO DE DÍA DEPENDENCIA (PERSONAS CON DETERIORO FÍSICO O RELACIONAL);17/01/2022
4224;100;SERVICIOS SOCIALES; ;Sin Distrito; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4225;75;CSS María Zayas;06;TETUÁN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4226;75;CSS María Zayas;06;TETUÁN; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4227;75;CSS María Zayas;06;TETUÁN; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4228;75;CSS María Zayas;06;TETUÁN; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4229;75;CSS María Zayas;06;TETUÁN; ; ; ; ; ; ; ; ;119;SALUD Y SEGURIDAD SOCIAL CM;17/01/2022
4230;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;>=85;Española;M;218;SERVICIO AYUDA A DOMICILIO MAYORES DEPENDENCIA;17/01/2022
4231;75;CSS María Zayas;06;TETUÁN;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;023;30 - 34;Extranjera;M;118;EDUCACIÓN / CULTURA CM;17/01/2022
4232;75;CSS María Zayas;06;TETUÁN;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;023;30 - 34;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;17/01/2022
4233;101;CSS Vicente Ferrer;06;TETUÁN; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4234;101;CSS Vicente Ferrer;06;TETUÁN; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;17/01/2022
4235;101;CSS Vicente Ferrer;06;TETUÁN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4236;101;CSS Vicente Ferrer;06;TETUÁN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4237;101;CSS Vicente Ferrer;06;TETUÁN; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4238;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;065;80 - 84;Española;H;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4239;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;102;55 - 59;Española;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4240;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;102;65 - 69;Extranjera;H;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4241;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4242;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4243;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4244;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4245;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;1;COBERTURA NECESIDADES BASICAS;17/01/2022
4246;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;62;ASOCIACIONES ONG;17/01/2022
4247;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4248;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4249;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4250;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;217;SERVICIO DE AYUDA A DOMICILIO DISCAPACITADOS EXCEPCIONAL;17/01/2022
4251;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;118;EDUCACIÓN / CULTURA CM;17/01/2022
4252;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4253;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4254;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;223;INFORME DERIVACION GENERAL;17/01/2022
4255;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4256;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4257;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4258;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4259;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4260;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4261;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4262;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4263;85;CSS Loyola de Palacio;12;USERA ; ; ; ; ; ; ; ; ;223;INFORME DERIVACION GENERAL;17/01/2022
4264;85;CSS Loyola de Palacio;12;USERA ;13;PUENTE DE VALLECAS;1304;PALOMERAS SURESTE;216;80 - 84;Española;M;57;DEPENDENCIA CM;17/01/2022
4265;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;020;30 - 34;Española;M;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4266;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1202;ORCASUR;020;30 - 34;Española;M;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4267;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;032;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4268;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;030;25 - 29;Extranjera;H;119;SALUD Y SEGURIDAD SOCIAL CM;17/01/2022
4269;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;032;>=85;Española;M;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4270;85;CSS Loyola de Palacio;12;USERA ;12;USERA ;1203;SAN FERMIN;031;35 - 39;Española;M;10902;INGRESO MÍNIMO VITAL;17/01/2022
4271;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4272;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10868;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALOJAMIENTO;17/01/2022
4273;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4274;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4275;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4276;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4277;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;41;SERCAF MENORES;17/01/2022
4278;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4279;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4280;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4281;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4282;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4283;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4284;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4285;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4286;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4287;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4288;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4289;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10876;AYUDA ECONÓMICA GASTOS EXCEPCIONALES Y OTROS;17/01/2022
4290;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;17/01/2022
4291;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4292;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4293;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;222;INFORME SOCIAL GENERAL;17/01/2022
4294;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4295;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;170;CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL);17/01/2022
4296;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;118;EDUCACIÓN / CULTURA CM;17/01/2022
4297;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4298;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4299;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4300;84;CSS San Filiberto;12;USERA ; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4301;84;CSS San Filiberto;12;USERA ;15;CIUDAD LINEAL;1501;VENTAS;020;55 - 59;Extranjera;M;59;TRABAJO Y EMPLEO;17/01/2022
4302;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4303;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4304;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4305;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4306;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4307;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4308;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4309;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4310;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4311;95;CSS Calahorra;19;VICÁLVARO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4312;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;008;45 - 49;Española;H;57;DEPENDENCIA CM;17/01/2022
4313;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;029;40 - 44;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;17/01/2022
4314;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;023;50 - 54;Española;M;191;CENTRO DE ATENCION SOCIAL A MUJERES;17/01/2022
4315;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;022;25 - 29;Extranjera;M;1;COBERTURA NECESIDADES BASICAS;17/01/2022
4316;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;004;70 - 74;Española;H;84;TUTELA ADULTOS CM;17/01/2022
4317;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;001;50 - 54;Extranjera;M;31;EDUCADOR SOCIAL;17/01/2022
4318;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;008;80 - 84;Española;H;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4319;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;023;50 - 54;Española;M;119;SALUD Y SEGURIDAD SOCIAL CM;17/01/2022
4320;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;008;80 - 84;Española;M;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4321;95;CSS Calahorra;19;VICÁLVARO;19;VICÁLVARO;1904;EL CAÑAVERAL;052;80 - 84;Española;H;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4322;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;5;AYUDA COMEDOR ESCOLAR;17/01/2022
4323;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4324;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4325;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4326;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4327;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4328;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4329;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4330;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10873;AYUDA ECONÓMICA COMEDOR ESCOLAR;17/01/2022
4331;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;17/01/2022
4332;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4333;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;213;RENTA MINÍMA DE INSERCIÓN;17/01/2022
4334;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;41;SERCAF MENORES;17/01/2022
4335;96;CSS Valdebernardo;19;VICÁLVARO; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4336;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;026;>=85;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4337;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;037;70 - 74;Española;M;9990;TELEASISTENCIA MAYORES ASP;17/01/2022
4338;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1902;AMBROZ;029;75 - 79;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4339;96;CSS Valdebernardo;19;VICÁLVARO;19;VICÁLVARO;1901;CASCO HISTORICO DE VICALVARO;024;80 - 84;Española;M;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4340;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;48;ORIENTADOR SOCIO-LABORAL;17/01/2022
4341;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;170;CENTRO DE DÍA (PERSONAS CON DETERIORO FÍSICO  O RELACIONAL);17/01/2022
4342;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4343;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4344;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;60;VIVIENDA;17/01/2022
4345;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4346;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;222;INFORME SOCIAL GENERAL;17/01/2022
4347;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10734;PROYECTOS PROPIOS DEL DISTRITO;17/01/2022
4348;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4349;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10902;INGRESO MÍNIMO VITAL;17/01/2022
4350;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4351;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4352;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10872;AYUDA ECONÓMICA ESCUELA INFANTIL;17/01/2022
4353;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;10869;AYUDA ECONÓMICA NECESIDADES BASICAS DE ALIMENTOS;17/01/2022
4354;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;119;SALUD Y SEGURIDAD SOCIAL CM;17/01/2022
4355;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;59;TRABAJO Y EMPLEO;17/01/2022
4356;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
4357;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;168;SERVICIO DE AYUDA  A DOMICILIO  MAYORES;17/01/2022
4358;94;CSS Villa de Vallecas;18;VILLA DE VALLECAS; ; ; ; ; ; ; ; ;57;DEPENDENCIA CM;17/01/2022
